Song Year,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,energy_level,positivity_level,Ratings
2018,You Should Be Here,Cole Swindell,Country,Middle of a Memory,0.0972,0.531,226307,0.746,0,G#,0.102,-4.228,1,0.0329,139.788,4,0.304,Empowering,0,1,Average
2018,Back To Us,Rascal Flatts,Country,Yours If You Want It,0.00926,0.548,206827,0.909,0,F,0.109,-3.1,1,0.0557,113.067,4,0.413,Empowering,0,1,Average
2018,Side Effects,Dallas Smith,Country,Side Effects,0.0033,0.622,177400,0.855,1.29E-06,C#,0.115,-3.902,1,0.0374,110.102,4,0.702,Empowering,0,1,Average
2018,Shake These Walls,Tim Hicks,Country,Slide Over,0.00139,0.394,190387,0.933,1.50E-05,C,0.306,-3.678,1,0.0553,172.009,4,0.471,Empowering,0,1,Average
2018,Hometown Kids,The Reklaws,Country,Hometown Kids,0.000179,0.58,186227,0.79,0,D,0.251,-6.053,1,0.0339,107.936,4,0.795,Empowering,0,1,Average
2018,Rescue,Hunter Hayes,Country,Rescue,0.294,0.52,216529,0.791,0,D#,0.116,-3.499,1,0.0378,90.095,4,0.29,Romantic,-1,1,Average
2018,Ryan Hurd - EP,Ryan Hurd,Country,Hold You Back,0.334,0.594,214177,0.629,0,F#,0.0796,-6.776,1,0.0321,133.967,4,0.645,Empowering,0,1,Average
2018,Life Changes,Thomas Rhett,Country,Sixteen,0.0147,0.707,178333,0.531,2.11E-06,A#,0.175,-7.014,1,0.0273,106.992,4,0.417,Empowering,0,1,Average
2018,Mr. Misunderstood,Eric Church,Country,Record Year,0.178,0.585,179347,0.655,0,D,0.0842,-8.151,1,0.12,159.96,4,0.574,Empowering,0,1,Average
2018,Kane Brown,Kane Brown,Country,Thunder in the Rain,0.000555,0.549,164920,0.877,0,D#,0.0969,-5.008,1,0.0317,110.963,4,0.377,Empowering,0,1,Average
2018,Liquor's Callin' the Shots,Eric Ethridge,Country,Liquor's Callin' the Shots,0.0277,0.447,217839,0.96,0,B,0.0318,-1.979,1,0.0588,158.104,4,0.533,Empowering,0,1,Average
2018,Dig Your Roots,Florida Georgia Line,Country,H.O.L.Y.,0.385,0.525,194187,0.685,0,E,0.0731,-3.954,0,0.0351,78.003,4,0.54,Empowering,0,1,Average
2018,Obsessed,Dan + Shay,Country,How Not To,0.208,0.501,192000,0.836,0,G#,0.152,-3.587,0,0.0491,159.863,4,0.618,Empowering,0,1,Average
2018,When I Do,Alee,Country,When I Do,0.0637,0.404,203920,0.785,1.70E-06,D#,0.121,-4.336,1,0.0576,74.994,4,0.584,Empowering,0,1,Average
2018,City Girl,Ryan Hurd,Country,City Girl,0.0138,0.567,247315,0.795,0,G#,0.0862,-6.202,0,0.0292,134.009,4,0.415,Empowering,0,1,Average
2018,Livin' on Summertime,Gord Bamford,Country,Livin' on Summertime,0.321,0.529,202981,0.818,0,D#,0.246,-3.624,1,0.0276,89.016,4,0.688,Energizing,2,0,Average
2018,Illinois,Brett Eldredge,Country,Wanna Be That Song,0.114,0.518,236227,0.686,0,F#,0.114,-4.911,1,0.0313,144.065,4,0.334,Empowering,0,1,Average
2018,Later,David James,Country,Later,0.0385,0.516,165840,0.851,0,G#,0.279,-5.013,0,0.0493,164.936,4,0.605,Empowering,0,1,Average
2018,Up Down (Feat. Florida Georgia Line),Morgan Wallen,Country,Up Down (Feat. Florida Georgia Line),0.0913,0.59,196240,0.881,0,D#,0.157,-2.898,1,0.0349,129.928,4,0.734,Cool,-1,-1,Average
2018,Every Little Thing,Carly Pearce,Country,Every Little Thing,0.44,0.637,180053,0.444,5.46E-06,A,0.0954,-6.355,1,0.0417,139.775,4,0.319,Empowering,0,1,Average
2018,LANCO - EP,LANCO,Country,Greatest Love Story,0.38,0.665,222400,0.621,0,G,0.119,-8.571,1,0.0524,147.975,4,0.632,Empowering,0,1,Average
2018,Getaway,Hunter Brothers,Country,Born And Raised,0.0864,0.525,181933,0.906,0,G#,0.238,-3.191,0,0.0748,114.993,4,0.471,Empowering,0,1,Average
2018,Dear Life,High Valley,Country,Young Forever,0.000497,0.565,220240,0.898,0,F#,0.208,-4.693,1,0.0372,146.025,4,0.731,Empowering,0,1,Average
2018,Chris Buck Band,Chris Buck Band,Country,That's When You Know,0.0692,0.523,207399,0.809,0,C,0.111,-7.257,1,0.044,147.881,4,0.663,Empowering,0,1,Average
2018,Down Home Sessions IV,Cole Swindell,Country,Get Me Some of That,0.272,0.585,191640,0.753,0,D#,0.197,-5.871,1,0.0626,171.987,4,0.892,Romantic,-1,1,Good
2018,Parallel Line,Keith Urban,Country,Parallel Line,0.204,0.617,253084,0.482,0,A,0.216,-5.121,1,0.0322,81.73,4,0.508,Empowering,0,1,Good
2018,Theatre of Pain,Mötley Crüe,Rock,Home Sweet Home,0.0999,0.403,240933,0.777,3.28E-06,D,0.124,-6.416,1,0.0354,76.329,4,0.149,Empowering,0,1,Good
2018,Open Up And Say...Ahh! - 20th Anniversary Edition,Poison,Rock,Every Rose Has Its Thorn - 2003 - Remaster,0.16,0.533,260173,0.637,1.12E-05,D#,0.369,-5.571,1,0.0323,140.167,4,0.292,Empowering,0,1,Good
2018,Long Cold Winter,Cinderella,Rock,Don't Know What You Got (Till It's Gone),0.229,0.36,354640,0.527,0.000792,F#,0.0536,-9.883,1,0.0289,132.639,4,0.247,Empowering,0,1,Good
2018,1987 (2007 Remaster),Whitesnake,Rock,Here I Go Again 87 - 2007 Remastered Version,0.207,0.39,270160,0.898,6.64E-05,E,0.217,-4.089,1,0.045,90.703,4,0.204,Empowering,0,1,Good
2018,Appetite For Destruction,Guns N' Roses,Rock,Sweet Child O' Mine,0.141,0.449,356400,0.901,0.0675,D#,0.128,-7.711,1,0.0526,125.148,4,0.696,Empowering,0,1,Good
2018,Best Of '81 To '85,Y&T,Rock,Summertime Girls - Studio Version,0.0025,0.423,209067,0.696,2.44E-06,C#,0.221,-11.589,1,0.0335,129.02,4,0.786,Melancholy,-2,-1,Good
2018,WASP,W.A.S.P.,Rock,I Wanna Be Somebody,0.00081,0.296,223533,0.83,0,A#,0.263,-7.051,0,0.0505,164.124,4,0.478,Aggressive,2,-2,Good
2018,Rocky IV,Survivor,Rock,Eye of the Tiger,0.132,0.817,245640,0.599,0.000311,A,0.0873,-9.249,0,0.0328,108.873,4,0.548,Energizing,2,0,Good
2018,Lita,Lita Ford,Rock,Kiss Me Deadly,0.00819,0.468,241800,0.743,7.88E-05,A,0.369,-10.846,1,0.0326,156.103,4,0.648,Empowering,0,1,Good
2018,Skid Row,Skid Row,Rock,I Remember You,0.00642,0.345,313693,0.531,7.28E-06,A,0.14,-12.708,1,0.0305,176.302,4,0.49,Empowering,0,1,Good
2018,Dirty Rotten Filthy Stinking Rich,Warrant,Rock,Heaven,0.115,0.462,236867,0.488,0,D#,0.128,-11.143,1,0.0287,145.789,4,0.33,Empowering,0,1,Good
2018,Bon Jovi,Bon Jovi,Rock,Runaway,0.00482,0.476,230667,0.897,2.38E-05,F#,0.152,-4.237,0,0.0627,152.497,4,0.667,Empowering,0,1,Good
2018,Damn Yankees,Damn Yankees,Rock,High Enough,0.0241,0.273,287320,0.537,0,B,0.0922,-9.612,1,0.0306,81.814,4,0.232,Empowering,0,1,Good
2018,British Steel,Judas Priest,Rock,Living After Midnight,0.0136,0.61,210133,0.824,1.75E-06,C#,0.0606,-6.046,1,0.0534,134.992,4,0.819,Aggressive,2,-2,Good
2018,Midnight Madness,Night Ranger,Rock,Sister Christian,0.159,0.447,302933,0.348,1.98E-06,D,0.0835,-16.199,1,0.039,177.356,4,0.227,Empowering,0,1,Good
2018,Time's Makin' Changes: The Best Of Tesla,Tesla,Rock,Love Song,0.36,0.341,321267,0.406,0.0519,B,0.126,-8.139,1,0.0359,79.995,4,0.33,Empowering,0,1,Good
2018,Firehouse,Firehouse,Rock,Don't Treat Me Bad,0.000303,0.616,235360,0.807,2.37E-05,F,0.193,-11.4,1,0.0348,111.054,4,0.637,Empowering,0,1,Good
2018,Escape,Journey,Rock,Don't Stop Believin',0.127,0.5,250987,0.748,0,C#,0.447,-9.072,1,0.0363,118.852,4,0.514,Empowering,0,1,Good
2018,Wake Me When It's Over,Faster Pussycat,Rock,House Of Pain,0.0766,0.519,346627,0.61,6.49E-05,A,0.248,-10.256,1,0.036,121.324,4,0.232,Empowering,0,1,Good
2018,Vixen,Vixen,Rock,Cryin',0.146,0.657,211907,0.567,2.00E-05,F#,0.0554,-12.871,1,0.0261,109.007,4,0.563,Empowering,0,1,Good
2018,Crazy World,Scorpions,Rock,Wind Of Change,0.297,0.453,313227,0.543,0,A,0.0928,-10.106,1,0.0366,151.362,4,0.282,Empowering,0,1,Good
2018,Siamese Dream (2011 - Remaster),The Smashing Pumpkins,Rock,Cherub Rock,5.91E-06,0.382,298253,0.867,0.581,F#,0.196,-7.426,1,0.0399,87.309,4,0.453,Aggressive,2,-2,Good
2018,Blind Melon,Blind Melon,Rock,No Rain,0.619,0.389,217107,0.476,5.09E-05,F#,0.255,-9.342,1,0.0316,148.117,4,0.566,Empowering,0,1,Good
2018,Sublime (Explicit Version),Sublime,Rock,Santeria,0.0223,0.673,183200,0.772,1.23E-06,A#,0.141,-5.246,0,0.0427,90.356,4,0.585,Cool,-1,-1,Good
2018,Ten,Pearl Jam,Rock,Alive,0.00541,0.298,341160,0.825,1.46E-05,B,0.44,-8.053,1,0.0408,75.592,4,0.54,Empowering,0,1,Good
2018,Urban Hymns,The Verve,Rock,Bitter Sweet Symphony,0.0415,0.389,358427,0.889,0,F#,0.463,-6.546,1,0.0442,171.121,4,0.524,Empowering,0,1,Good
2018,"Hints, Allegations & Things Left Unsaid",Collective Soul,Rock,Shine,0.294,0.54,306040,0.423,0.0884,D#,0.152,-8.799,1,0.0283,150.135,4,0.353,Empowering,0,1,Good
2018,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,Rock,Champagne Supernova - Remastered,0.47,0.286,448438,0.796,0.063,B,0.364,-4.625,1,0.0388,150.272,4,0.12,Empowering,0,1,Good
2018,The Downward Spiral,Nine Inch Nails,Rock,Closer,0.000365,0.559,373307,0.725,0.553,G,0.112,-8.631,0,0.0426,90.012,4,0.501,Aggressive,2,-2,Good
2018,Siamese Dream (2011 - Remaster),The Smashing Pumpkins,Rock,Disarm,0.142,0.527,196920,0.418,0.775,C#,0.139,-10.204,0,0.0277,129.516,4,0.218,Empowering,0,1,Good
2018,Holiday Man,The Flys,Rock,Got You (Where I Want You),0.000405,0.47,242453,0.644,0.293,F,0.134,-6.721,1,0.0269,75.597,4,0.521,Empowering,0,1,Good
2018,Vs.,Pearl Jam,Rock,Daughter (Remastered),0.00746,0.615,234333,0.702,0.00431,E,0.0608,-9.686,1,0.0278,96.99,4,0.734,Empowering,0,1,Good
2018,Candlebox,Candlebox,Rock,Far Behind,0.00187,0.552,299733,0.645,1.38E-06,E,0.0424,-6.595,1,0.0268,89.518,4,0.588,Empowering,0,1,Good
2018,Grace (Legacy Edition),Jeff Buckley,Rock,Hallelujah,0.921,0.339,413320,0.143,0.000636,A,0.372,-10.78,1,0.0317,101.213,3,0.0948,Sentimental,-2,0,Good
2018,Wish,The Cure,Rock,Friday I'm In Love,0.000972,0.526,214400,0.762,0.000116,A,0.338,-12.437,0,0.0342,136.203,4,0.505,Empowering,0,1,Good
2018,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,The Presidents Of The United States Of America,Rock,Lump,0.00468,0.499,134200,0.873,0,D#,0.165,-3.902,1,0.0386,142.726,4,0.864,Aggressive,2,-2,Good
2018,Superunknown (20th Anniversary),Soundgarden,Rock,Spoonman,1.90E-05,0.274,246920,0.906,0.257,A,0.273,-5.587,1,0.0404,185.959,3,0.783,Aggressive,2,-2,Good
2018,Villains,The Verve Pipe,Rock,The Freshmen,0.0757,0.571,269467,0.505,1.04E-05,A#,0.109,-9.312,0,0.0238,99.562,4,0.276,Empowering,0,1,Good
2018,Nothing's Shocking,Jane's Addiction,Rock,Jane Says,0.0387,0.426,286987,0.65,3.76E-06,E,0.126,-7.747,1,0.0332,82.184,4,0.493,Empowering,0,1,Good
2018,Resident Alien,Spacehog,Rock,In The Meantime,0.083,0.269,299507,0.895,0.00266,F#,0.153,-6.382,1,0.118,168.479,4,0.16,Empowering,0,1,Very Good
2018,Absolute Garbage,Garbage,Rock,Stupid Girl,0.00336,0.588,258133,0.804,0.00172,G#,0.0358,-4.006,1,0.0333,120.015,4,0.736,Empowering,0,1,Very Good
2018,Above,Mad Season,Rock,River Of Deceit,0.111,0.461,302693,0.246,0.000374,A,0.0963,-13.487,1,0.0298,88.446,4,0.178,Sentimental,-2,0,Very Good
2018,God Shuffled His Feet,Crash Test Dummies,Rock,Mmm Mmm Mmm Mmm,0.25,0.58,235173,0.575,1.83E-05,C,0.0813,-7.72,1,0.0231,92.934,4,0.37,Empowering,0,1,Very Good
2018,Sticky Fingers (Remastered),The Rolling Stones,Rock,Wild Horses,0.669,0.371,341773,0.404,0.00453,E,0.0805,-6.452,1,0.0255,74.386,4,0.153,Empowering,0,1,Very Good
2018,Imagine,John Lennon,Rock,Imagine - 2010 - Remaster,0.907,0.547,187867,0.257,0.183,A,0.0935,-12.358,1,0.0252,75.752,4,0.169,Sentimental,-2,0,Very Good
2018,Let It Be (Remastered),The Beatles,Rock,Let It Be - Remastered,0.631,0.443,243027,0.403,0,A,0.111,-8.339,1,0.0322,143.462,4,0.41,Lively,1,2,Very Good
2018,Outlandos D'Amour,The Police,Rock,Roxanne - Remastered 2003,0.026,0.608,191947,0.746,2.39E-06,A,0.043,-8.851,1,0.354,134.03,4,0.745,Cool,-1,-1,Very Good
2018,Tom Petty & The Heartbreakers,Tom Petty and the Heartbreakers,Rock,American Girl,0.448,0.55,214733,0.824,0.000127,B,0.366,-5.988,1,0.0334,114.512,4,0.777,Empowering,0,1,Very Good
2018,The Dark Side of the Moon,Pink Floyd,Rock,Brain Damage,0.0726,0.322,226667,0.265,0.34,B,0.366,-13.398,1,0.0302,133.577,4,0.207,Sentimental,-2,0,Very Good
2018,The Wall,Pink Floyd,Rock,Comfortably Numb,0.15,0.472,382297,0.366,0.308,G#,0.0837,-12.595,0,0.0286,127.167,4,0.171,Empowering,0,1,Very Good
2018,The Best Of Don McLean,Don McLean,Rock,American Pie,0.6,0.527,515867,0.509,0,E,0.144,-10.893,1,0.0628,138.317,4,0.497,Sentimental,-2,0,Very Good
2018,The Joker,Steve Miller Band,Rock,The Joker,0.394,0.424,264504,0.446,3.78E-06,D,0.16,-9.618,1,0.0525,165.158,4,0.794,Empowering,0,1,Very Good
2018,News Of The World (Deluxe Remastered Version),Queen,Rock,We Will Rock You - Remastered 2011,0.688,0.692,122067,0.488,0,G#,0.4,-7.282,0,0.104,81.4,4,0.51,Empowering,0,1,Very Good
2018,Agents Of Fortune,Blue Öyster Cult,Rock,(Don't Fear) The Reaper,0.0029,0.333,308120,0.927,0.000211,F#,0.297,-8.55,0,0.0733,141.47,4,0.382,Empowering,0,1,Very Good
2018,Running On Empty,Jackson Browne,Rock,Running On Empty,0.006,0.531,298093,0.948,0.0117,F#,0.694,-5.438,1,0.0568,136.891,4,0.498,Empowering,0,1,Very Good
2018,Honky Chateau (Remastered),Elton John,Rock,Rocket Man (I Think It's Going To Be A Long Long Time),0.386,0.602,281613,0.522,1.44E-05,G,0.0941,-9.031,1,0.0285,136.637,4,0.36,Empowering,0,1,Very Good
2018,Sweet Baby James,James Taylor,Rock,Fire And Rain,0.499,0.611,200579,0.35,7.84E-06,D,0.0844,-14.48,1,0.0356,76.064,4,0.36,Empowering,0,1,Very Good
2018,All Things Must Pass (Remastered),George Harrison,Rock,My Sweet Lord,0.0794,0.538,281227,0.704,0,A#,0.0867,-8.904,0,0.0332,120.963,4,0.583,Sentimental,-2,0,Very Good
2018,All The Young Dudes,Mott The Hoople,Rock,All the Young Dudes,0.208,0.429,211067,0.668,0,C#,0.538,-7.539,0,0.044,77.737,4,0.398,Empowering,0,1,Very Good
2018,Cat Scratch Fever,Ted Nugent,Rock,Cat Scratch Fever,0.0049,0.549,219400,0.916,0.123,C#,0.104,-4.185,0,0.034,127.131,4,0.632,Aggressive,2,-2,Very Good
2018,Bridge Over Troubled Water,Simon & Garfunkel,Rock,Bridge Over Troubled Water,0.822,0.149,293120,0.206,0.000649,C,0.115,-13.888,1,0.0323,79.764,4,0.264,Sentimental,-2,0,Very Good
2018,Moondance (Deluxe Edition),Van Morrison,Rock,Caravan,0.294,0.641,300800,0.397,0.000717,E,0.0496,-12.285,1,0.0454,81.962,4,0.57,Empowering,0,1,Very Good
2018,Deguello,ZZ Top,Rock,Cheap Sunglasses,0.148,0.617,288400,0.461,0.0151,D,0.12,-14.485,0,0.0434,93.853,4,0.828,Energizing,2,0,Very Good
2018,Straight Shooter,Bad Company,Rock,Feel Like Makin' Love - 2015 Remastered Version,0.326,0.543,313840,0.529,0.00269,E,0.709,-9.717,1,0.0301,85.126,4,0.746,Empowering,0,1,Very Good
2018,Infest,Papa Roach,Rock,Last Resort,0.000504,0.581,199893,0.887,0.00111,C#,0.268,-3.659,0,0.0624,90.578,4,0.724,Aggressive,2,-2,Very Good
2018,Break The Cycle (Parental Advisory),Staind,Rock,It's Been Awhile,0.00189,0.509,264707,0.774,0.000549,D#,0.143,-4.054,1,0.0338,116.529,4,0.0824,Empowering,0,1,Very Good
2018,Dark Horse,Nickelback,Rock,If Today Was Your Last Day,0.000138,0.449,248040,0.936,0,D,0.241,-4.221,0,0.0502,89.902,4,0.631,Empowering,0,1,Very Good
2018,All The Right Reasons,Nickelback,Rock,Far Away,0.000696,0.518,238173,0.797,0,D#,0.107,-5.153,1,0.0309,132.915,4,0.293,Empowering,0,1,Very Good
2015,All The Right Reasons,Nickelback,Rock,Fight For All The Wrong Reasons,3.45E-05,0.344,224267,0.913,0.000482,G,0.0602,-4.401,0,0.0444,113.317,5,0.737,Aggressive,2,-2,Very Good
2015,Appetite For Destruction,Guns N' Roses,Rock,Sweet Child O' Mine,0.0801,0.451,356080,0.911,0.146,D#,0.236,-7.765,1,0.0466,125.122,4,0.63,Empowering,0,1,Very Good
2015,Science & Faith,The Script,Rock,For the First Time,0.0328,0.396,252853,0.629,0,F#,0.183,-4.78,1,0.0287,173.794,4,0.358,Empowering,0,1,Very Good
2015,Use Your Illusion II,Guns N' Roses,Rock,Knockin' On Heaven's Door,0.0204,0.486,336000,0.744,0.00298,D#,0.112,-7.176,1,0.0404,132.446,4,0.362,Empowering,0,1,Very Good
2015,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,Rock,Simple Man,0.0504,0.425,356640,0.767,0.000138,D#,0.168,-8.646,1,0.0413,120.539,4,0.442,Empowering,0,1,Very Good
2015,Second Helping,Lynyrd Skynyrd,Rock,Sweet Home Alabama,0.183,0.602,283800,0.606,0.000178,E,0.0847,-12.078,1,0.0262,97.827,4,0.893,Empowering,0,1,Very Good
2015,The Game (Deluxe Remastered Version),Queen,Rock,Another One Bites The Dust,0.115,0.951,214653,0.53,0.179,D,0.17,-6.594,0,0.178,109.979,4,0.699,Aggressive,2,-2,Very Good
2015,Saint's and Sinners [Remastered] (Remastered Version),Whitesnake,Rock,Here I Go Again,0.369,0.234,308240,0.75,0.000805,C#,0.139,-7.034,0,0.0738,173.82,4,0.316,Empowering,0,1,Very Good
2015,A Night At The Opera (Deluxe Remastered Version),Queen,Rock,Bohemian Rhapsody,0.254,0.397,354320,0.396,0,C,0.268,-9.91,1,0.05,142.913,4,0.227,Lively,1,2,Very Good
2015,Extreme Behavior,Hinder,Rock,Lips Of An Angel,0.0217,0.476,261853,0.736,1.08E-06,B,0.203,-5.38,1,0.0343,129.084,4,0.251,Empowering,0,1,Very Good
2015,Fuck,Buckcherry,Rock,Say Fuck It,0.000919,0.545,175285,0.836,0.00883,D#,0.13,-4.264,1,0.0476,126.079,4,0.595,Empowering,0,1,Very Good
2015,Awake,Godsmack,Rock,Awake,2.42E-05,0.401,304367,0.763,0.00629,A,0.313,-4.153,1,0.0547,112.058,4,0.48,Aggressive,2,-2,Very Good
2015,American Tragedy (Deluxe Edition),Hollywood Undead,Rock,Been To Hell,0.00023,0.441,203160,0.925,0,B,0.148,-3.547,1,0.19,149.081,4,0.651,Aggressive,2,-2,Very Good
2015,1000hp,Godsmack,Rock,Locked & Loaded,0.000143,0.466,252792,0.955,4.20E-06,B,0.149,-3.195,1,0.0745,97.733,3,0.381,Aggressive,2,-2,Very Good
2015,Believe (Amended Version),Disturbed,Rock,Prayer,0.000642,0.65,218973,0.914,1.23E-06,F#,0.0251,-4.672,1,0.0716,99.107,4,0.586,Aggressive,2,-2,Very Good
2015,Smoke & Mirrors,Lifehouse,Rock,From Where You Are,0.132,0.239,181280,0.418,3.33E-06,F#,0.112,-10.781,0,0.0287,81.23,4,0.311,Empowering,0,1,Very Good
2015,The Sound of Madness,Shinedown,Rock,Call Me,0.438,0.413,222200,0.445,0,A#,0.111,-7.259,0,0.025,95.562,4,0.117,Melancholy,-2,-1,Very Good
2015,The Studio Album Collection,Shinedown,Rock,I'll Follow You,0.00193,0.537,238760,0.692,0,G,0.114,-4.159,1,0.0315,125.037,3,0.286,Empowering,0,1,Very Good
2015,Believe (Amended Version),Disturbed,Rock,Rise,0.0002,0.597,235827,0.976,0.000164,G#,0.114,-3.998,0,0.0646,97.597,3,0.584,Aggressive,2,-2,Very Good
2015,Faceless,Godsmack,Rock,I Fucking Hate You,5.01E-05,0.496,247040,0.977,0,A,0.093,-4.752,1,0.0884,126.804,5,0.189,Aggressive,2,-2,Very Good
2015,Fortress,Alter Bridge,Rock,Addicted To Pain,1.96E-05,0.517,256873,0.991,0.000292,A#,0.164,-3.833,1,0.0957,118.018,4,0.321,Aggressive,2,-2,Very Good
2015,Paradise,George Ezra,Rock,Paradise,0.209,0.642,222045,0.881,0,G#,0.21,-3.537,1,0.0393,138.03,4,0.913,Empowering,0,1,Very Good
2015,One More Light,Linkin Park,Rock,One More Light,0.904,0.593,255067,0.2,0,F,0.0897,-11.063,1,0.0311,83.966,4,0.17,Melancholy,-2,-1,Very Good
2015,Melodrama,Lorde,Rock,Hard Feelings/Loveless,0.0316,0.418,367391,0.448,0.0106,A#,0.0781,-10.975,0,0.263,188.623,4,0.17,Cool,-1,-1,Excellent
2015,Broken Heart,Escape the Fate,Rock,Broken Heart,0.0108,0.528,187372,0.861,0,B,0.268,-4.309,1,0.0518,95.02,4,0.591,Empowering,0,1,Excellent
2015,Heaven Upside Down,Marilyn Manson,Rock,Tattooed In Reverse,0.00074,0.522,264453,0.673,3.21E-05,B,0.315,-5.784,1,0.0429,136.98,4,0.307,Aggressive,2,-2,Excellent
2015,Wonderful Wonderful,The Killers,Rock,The Man,0.0725,0.614,250093,0.944,2.52E-06,D#,0.0708,-2.545,0,0.104,106.014,4,0.546,Energizing,2,0,Excellent
2015,Lust For Life,Lana Del Rey,Rock,White Mustang,0.428,0.652,164710,0.462,0.00226,D#,0.107,-8.683,0,0.0487,114.932,4,0.265,Empowering,0,1,Excellent
2015,Woodstock,Portugal. The Man,Rock,Feel It Still,0.0417,0.801,163253,0.795,0.000113,A#,0.0717,-5.115,0,0.0504,79.028,4,0.754,Cool,-1,-1,Excellent
2015,Don’t Stay,X Ambassadors,Rock,Don't Stay,0.199,0.726,189800,0.493,5.27E-05,F#,0.0986,-5.988,0,0.0479,102.018,4,0.495,Cool,-1,-1,Excellent
2015,Ahead Of Myself,X Ambassadors,Rock,Ahead Of Myself,0.0015,0.587,223147,0.549,0,D,0.0862,-7.817,1,0.0347,89.952,4,0.364,Cool,-1,-1,Excellent
2015,One More Light,Linkin Park,Rock,Good Goodbye (feat. Pusha T and Stormzy),0.106,0.697,211413,0.84,0,F#,0.748,-4.602,0,0.054,128.034,4,0.452,Cool,-1,-1,Excellent
2015,The Serenity of Suffering,Korn,Rock,Black Is The Soul,1.77E-05,0.465,241147,0.946,0.0844,F#,0.134,-4.205,1,0.068,133.802,4,0.338,Aggressive,2,-2,Excellent
2015,"Alessio Bax Plays Beethoven: Hammerklavier & Moonlight Sonatas, The Ruins of Athens",Ludwig van Beethoven,Classical,"Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto",0.993,0.112,303973,0.00376,0.953,A#,0.0936,-41.816,0,0.0499,63.364,4,0.104,Sentimental,-2,0,Excellent
2015,Beethoven: The Piano Sonatas,Ludwig van Beethoven,Classical,"Piano Sonata No.27 In E Minor, Op.90: 1. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck",0.993,0.446,341000,0.0345,0.909,C#,0.174,-22.027,0,0.0453,138.254,3,0.0494,Sentimental,-2,0,Excellent
2015,Mozart: Le nozze di Figaro,Wolfgang Amadeus Mozart,Classical,"Le Nozze di Figaro, K. 492: Sinfonia",0.839,0.386,251200,0.0738,0.947,B,0.155,-19.369,1,0.0433,142.499,4,0.172,Lively,1,2,Excellent
2015,"Mozart: Piano Concertos No.20 in D minor, K.466 & No.27 in B flat, K.595",Wolfgang Amadeus Mozart,Classical,"Piano Concerto No.20 in D minor, K.466: 2. Romance - Live At Severance Hall, Cleveland / 2010",0.988,0.209,575760,0.0314,0.84,G,0.102,-26.249,1,0.0343,81.629,4,0.0983,Sentimental,-2,0,Excellent
2015,"Mozart: Piano Trios K. 548, 542 & 502 (Standard Version)",Wolfgang Amadeus Mozart,Classical,"Piano Trio In C, K.548: 2. Andante cantabile - Live At Festspielhaus, Baden Baden, Germany / 2005",0.979,0.322,523000,0.0151,0.175,D,0.0899,-32.43,1,0.0409,84.993,4,0.134,Romantic,-1,1,Excellent
2015,"Bach: 6 Cello Suites BWV 1007, 1008, 1009, 1010, 1011 & 1012 (2 CDs)",Johann Sebastian Bach,Classical,"Suite For Cello Solo No.1 In G, BWV 1007: 2. Allemande",0.968,0.268,258000,0.177,0.87,E,0.183,-16.368,1,0.0559,136.248,3,0.593,Romantic,-1,1,Excellent
2015,"Bach: 6 Cello Suites BWV 1007, 1008, 1009, 1010, 1011 & 1012 (2 CDs)",Johann Sebastian Bach,Classical,"Suite For Cello Solo No.1 In G, BWV 1007: 5. Menuet I-II",0.982,0.323,208000,0.123,0.962,E,0.246,-18.048,1,0.0559,116.106,1,0.375,Melancholy,-2,-1,Excellent
2015,"Bach: 6 Cello Suites BWV 1007, 1008, 1009, 1010, 1011 & 1012 (2 CDs)",Johann Sebastian Bach,Classical,"Suite For Cello Solo No.1 In G, BWV 1007: 6. Gigue",0.988,0.53,123000,0.0842,0.799,E,0.125,-17.981,1,0.0384,108.467,1,0.818,Romantic,-1,1,Excellent
2015,"Bach: 6 Cello Suites BWV 1007, 1008, 1009, 1010, 1011 & 1012 (2 CDs)",Johann Sebastian Bach,Classical,"Suite For Cello Solo No.2 In D Minor, BWV 1008: 2. Allemande",0.974,0.264,206000,0.143,0.947,B,0.217,-17.215,0,0.0457,131.45,4,0.525,Romantic,-1,1,Excellent
2015,"Bach: 6 Cello Suites BWV 1007, 1008, 1009, 1010, 1011 & 1012 (2 CDs)",Johann Sebastian Bach,Classical,"Suite For Cello Solo No.2 In D Minor, BWV 1008: 5. Menuet I-II",0.987,0.395,197000,0.0738,0.823,C#,0.122,-17.876,0,0.0485,117.593,3,0.609,Melancholy,-2,-1,Excellent
2015,"Bach: 6 Cello Suites BWV 1007, 1008, 1009, 1010, 1011 & 1012 (2 CDs)",Johann Sebastian Bach,Classical,"Suite For Cello Solo No.2 In D Minor, BWV 1008: 6. Gigue",0.983,0.425,151000,0.219,0.885,B,0.168,-17.778,0,0.0452,67.278,4,0.688,Romantic,-1,1,Excellent
